SKD11,ソリッドドリル,15900
SKD11,カムドリル,15340
SKD11,イスカルドリル,31740
SKD11,アクアフラット,11330
SKD11,NK,5100
SKD11,ドリル,3500
SKD11,センタードリル,2000
S50C,ソリッドドリル,18000
S50C,カムドリル,17500
S50C,イスカルドリル,34000
S50C,アクアフラット,12000
S50C,NK,6000
S50C,ドリル,4000
S50C,センタードリル,2500
XVR3,ソリッドドリル,14000
XVR3,カムドリル,13500
XVR3,イスカルドリル,29000
XVR3,アクアフラット,10000
XVR3,NK,4500
XVR3,ドリル,3000
XVR3,センタードリル,2000
